model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700008,0.0,3754.5943427952543,3754.5943427952543,450.766347421335,450.766347421335,3303.8279953739193,26.90103718716979,79.24824949344104,False,112350.1438275201,False,0,0.0234782608695652,70.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700008,0.0,3755.140753607772,3755.140753607772,451.3127582338525,451.3127582338525,3303.8279953739193,26.98646794172589,77.9033459929565,False,112203.1344676336,False,0,0.0243478260869565,70.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700009,0.0,3863.233768885385,3863.233768885385,474.4434654666388,474.4434654666388,3388.790303418746,27.659055014232223,81.09970077703031,False,113152.2083833387,False,0,0.0095652173913043,65.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700009,0.0,3832.3429081257736,3832.3429081257736,443.5526047070275,443.5526047070275,3388.790303418746,27.551636657712475,79.72394449079712,False,112734.93361925065,False,0,0.0104347826086956,70.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700000,20.0,3805.0408156321446,3805.0408156321446,556.7303744397168,556.7303744397168,3248.310441192428,29.124024545290425,83.96419201482126,False,106725.1285523215,False,0,0.0113043478260869,65.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700000,20.0,3621.6534999632786,3621.6534999632786,373.3430587708508,373.3430587708508,3248.310441192428,28.479500666409063,80.27608917543881,False,103084.46619786572,False,0,0.0121739130434782,75.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700001,20.0,3988.565283972752,3988.565283972752,587.7109907956383,587.7109907956383,3400.8542931771135,30.08156232161305,76.05583496789697,False,110567.4142817706,False,0,0.0191304347826086,75.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700001,20.0,3942.214532199992,3942.214532199992,541.3602390228784,541.3602390228784,3400.8542931771135,30.074003104593576,73.13866541799068,False,109614.11550237284,False,0,0.02,80.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700002,20.0,3211.466610113811,0.0,-375.4236520248105,-3586.8902621386214,3586.8902621386214,24.616312844499816,100.23084998674832,True,101226.41225871837,False,1,0.0,80.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700002,20.0,3664.765809869224,3664.765809869224,77.87554773060265,77.87554773060265,3586.8902621386214,29.62130170037832,87.72193561804337,False,97412.73037209253,False,0,0.0,75.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700003,20.0,3925.912785074676,3925.912785074676,592.4206295774861,592.4206295774861,3333.4921554971897,29.264913368150783,78.81782870519169,False,110509.22028748764,False,0,0.0208695652173913,75.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700003,20.0,3776.047366073187,3776.047366073187,442.5552105759971,442.5552105759971,3333.4921554971897,28.74449614642667,75.82267343517206,False,108131.62643735208,False,0,0.0217391304347826,85.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700004,20.0,3501.979977518052,3501.979977518052,481.0948250056849,481.0948250056849,3020.885152512367,26.2874828743013,81.97180850672275,False,108090.15908846565,False,0,0.0243478260869565,65.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700004,20.0,3388.841178856478,3388.841178856478,367.95602634411125,367.95602634411125,3020.885152512367,25.969859831187705,78.68172862006706,False,105454.9295564524,False,0,0.0243478260869565,70.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700005,20.0,4178.9633662042,4178.9633662042,300.6153247092525,300.6153247092525,3878.348041494947,31.91944272656712,87.65629737423497,False,105404.8317008159,False,0,0.0,70.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700005,20.0,4219.5536710702,4219.5536710702,341.2056295752527,341.2056295752527,3878.348041494947,33.96769926243054,83.08150471183986,False,100367.24922456116,False,0,0.0,75.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700006,20.0,4275.8635847709065,4275.8635847709065,552.0190371749859,552.0190371749859,3723.8445475959206,32.611781396046574,81.85042594540171,False,104996.57655327892,False,0,0.0,80.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700006,20.0,4078.30123614102,4078.30123614102,354.4566885450995,354.4566885450995,3723.8445475959206,31.863814707238593,81.89510092405844,False,101129.27812938158,False,0,0.0,75.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700007,20.0,3576.9240986067925,3576.9240986067925,453.80478185165884,453.80478185165884,3123.1193167551337,27.230381096591675,79.18035058177522,False,105771.69390581951,False,0,0.0,80.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700007,20.0,3478.203901006765,3478.203901006765,355.08458425163144,355.08458425163144,3123.1193167551337,26.75446473941196,79.30667987815062,False,104145.34633993558,False,0,0.0,70.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700008,20.0,3626.527824720398,3626.527824720398,519.326675036371,519.326675036371,3107.201149684027,26.687537824545135,76.9093002449675,False,110439.46294323586,False,0,0.0243478260869565,80.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700008,20.0,3559.966224570065,3559.966224570065,452.7650748860383,452.7650748860383,3107.201149684027,26.518809556089856,74.38949450797121,False,109221.90267032916,False,0,0.0243478260869565,85.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700009,20.0,3723.946414194073,3723.946414194073,533.3280765780728,533.3280765780728,3190.618337616,27.420113642415085,78.1776211939664,False,110924.2932982846,False,0,0.0104347826086956,80.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700009,20.0,3637.7596512499736,3637.7596512499736,447.14131363397337,447.14131363397337,3190.618337616,27.153601568872496,75.95099645339094,False,109310.07790193522,False,0,0.0104347826086956,80.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700000,40.0,3517.9878252753206,3517.9878252753206,500.8062131692327,500.8062131692327,3017.181612106088,28.221316973480462,78.09591069584565,False,103019.39936913004,False,0,0.0113043478260869,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700000,40.0,3353.922908517539,3353.922908517539,336.741296411451,336.741296411451,3017.181612106088,27.557223110614288,74.98052923789885,False,99446.96927311285,False,0,0.0121739130434782,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700001,40.0,3750.981216224327,3750.981216224327,533.6421951845527,533.6421951845527,3217.3390210397743,29.53023001587571,72.35846826658631,False,107200.08000820728,False,0,0.0191304347826086,100.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700001,40.0,3687.8100427759705,3687.8100427759705,470.47102173619623,470.47102173619623,3217.3390210397743,29.284807203288224,70.4309101040022,False,106200.4717464386,False,0,0.02,100.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700002,40.0,3065.615945327886,3065.615945327886,-279.42770572583686,-279.42770572583686,3345.043651053723,23.82398270858375,94.0339461952561,False,100139.96999906367,False,0,0.0,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700002,40.0,3540.8627271014548,3540.8627271014548,195.81907604773187,195.81907604773187,3345.043651053723,29.614164502725416,84.07806559855197,False,94332.26926915535,False,0,0.0,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700003,40.0,3607.091018113374,3607.091018113374,467.841087876825,467.841087876825,3139.249930236549,28.09532555098477,77.15644201645242,False,106697.41028035972,False,0,0.0208695652173913,95.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700003,40.0,3500.069330060909,3500.069330060909,360.81939982436006,360.81939982436006,3139.249930236549,27.75831991272056,74.74656181353987,False,104313.5295754772,False,0,0.0217391304347826,95.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700004,40.0,3271.48979762262,3271.48979762262,474.13420704951477,474.13420704951477,2797.355590573105,25.72407949801605,74.80013989322632,False,103991.66720873772,False,0,0.0243478260869565,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700004,40.0,3139.1492154996104,3139.1492154996104,341.79362492650534,341.79362492650534,2797.355590573105,25.067609135383528,73.03941222257922,False,102058.63251056004,False,0,0.0243478260869565,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700005,40.0,3616.765940114468,3616.765940114468,4.554239332849647,4.554239332849647,3612.211700781618,28.150564755372724,84.87397392231563,False,102715.42606643392,False,0,0.0,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700005,40.0,3883.177113974161,3883.177113974161,270.96541319254266,270.96541319254266,3612.211700781618,32.57153563699242,80.39015373105298,False,96862.1073536822,False,0,0.0,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700006,40.0,4013.2994798900218,4013.2994798900218,560.3803951982868,560.3803951982868,3452.919084691735,31.40721162396701,79.28320531553223,False,103203.96721898648,False,0,0.0,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700006,40.0,3748.912795980964,3748.912795980964,295.99371128922894,295.99371128922894,3452.919084691735,30.558403573218108,75.11004826277357,False,97248.98896982422,False,0,0.0,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700007,40.0,3416.1788566106634,3416.1788566106634,503.9448665725304,503.9448665725304,2912.233990038133,26.696664289485625,75.56276335123611,False,103729.17618628484,False,0,0.0,90.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700007,40.0,3239.039780341948,3239.039780341948,326.8057903038148,326.8057903038148,2912.233990038133,25.986763136214968,73.06990907533034,False,100276.66934574296,False,0,0.0,90.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700008,40.0,3406.251005478851,3406.251005478851,480.88843999743267,480.88843999743267,2925.362565481418,26.16864899770944,71.85180219919566,False,106511.80043794667,False,0,0.0243478260869565,95.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700008,40.0,3315.497698852397,3315.497698852397,390.135133370979,390.135133370979,2925.362565481418,25.86442920863337,69.26807903902343,False,104497.43172081358,False,0,0.0243478260869565,100.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700009,40.0,3462.0797218502116,3462.0797218502116,469.2062195292169,469.2062195292169,2992.8735023209947,26.54460613748051,74.96458516000723,False,107366.29773709578,False,0,0.0104347826086956,95.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700009,40.0,3372.6112369414896,3372.6112369414896,379.73773462049485,379.73773462049485,2992.8735023209947,26.32208585546106,72.09887841065796,False,104871.59126237186,False,0,0.0104347826086956,95.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700000,60.0,3240.2780405603553,3240.2780405603553,443.8479100701725,443.8479100701725,2796.430130490183,27.015622524081635,76.77163304281798,False,100074.6036478907,False,0,0.0113043478260869,100.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700000,60.0,3036.5688392837105,3036.5688392837105,240.1387087935277,240.1387087935277,2796.430130490183,26.197338309751817,71.91431389118893,False,94976.96728416564,False,0,0.0121739130434782,110.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700001,60.0,3484.2925214871025,3484.2925214871025,449.30213196449085,449.30213196449085,3034.9903895226116,28.292159789124188,72.14237991501874,False,104830.9319821056,False,0,0.0191304347826086,120.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700001,60.0,3359.1785350747145,3359.1785350747145,324.1881455521029,324.1881455521029,3034.9903895226116,27.84957104903886,68.86663760809769,False,101840.44534880405,False,0,0.02,120.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700002,60.0,2819.19686414404,2819.19686414404,-253.18275756465027,-253.18275756465027,3072.37962170869,22.33759841578752,92.1047135709792,False,96880.6660394614,False,0,0.0,100.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700002,60.0,3235.6049468904293,3235.6049468904293,163.2253251817392,163.2253251817392,3072.37962170869,28.044308910564116,80.97033918939685,False,91430.24100755756,False,0,0.0,100.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700003,60.0,3129.5808037641627,3129.5808037641627,250.60921483726224,250.60921483726224,2878.9715889269005,25.37178310468309,77.27357022336503,False,103201.68645543727,False,0,0.0208695652173913,115.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700003,60.0,3134.275933301272,3134.275933301272,255.30434437437134,255.30434437437134,2878.9715889269005,26.180984027400648,72.55818649367177,False,99151.16527543776,False,0,0.0217391304347826,115.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700004,60.0,2988.884568807221,2988.884568807221,412.93951549301573,412.93951549301573,2575.9450533142053,24.44946611406242,71.4265682163786,False,101022.91655970416,False,0,0.0243478260869565,110.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700004,60.0,2825.4313161234495,2825.4313161234495,249.48626280924418,249.48626280924418,2575.9450533142053,23.637969545373593,67.11391765283801,False,97475.48557382564,False,0,0.0243478260869565,115.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700005,60.0,3269.26144654767,3269.26144654767,-65.16681263778128,-65.16681263778128,3334.428259185451,26.398992601599204,84.13669634409399,False,99739.1874207612,False,0,0.0,100.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700005,60.0,3544.5680942473764,3544.5680942473764,210.13983506192517,210.13983506192517,3334.428259185451,30.87765444716377,77.81894556936304,False,93739.98869059444,False,0,0.0,110.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700006,60.0,3706.2105082137928,3706.2105082137928,518.0253929726787,518.0253929726787,3188.185115241114,30.091923284623014,77.2827826362243,False,100114.63833011736,False,0,0.0,110.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700006,60.0,3411.6428231481473,3411.6428231481473,223.45770790703318,223.45770790703318,3188.185115241114,29.069847297228943,71.6375373446367,False,93167.99248999191,False,0,0.0,110.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700007,60.0,3129.6593278884643,3129.6593278884643,431.6702129608552,431.6702129608552,2697.989114927609,25.395999696832288,74.06432113127738,False,100916.17880747656,False,0,0.0,110.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700007,60.0,2931.7837642177974,2931.7837642177974,233.79464929018832,233.79464929018832,2697.989114927609,24.64377471876346,69.35182124524363,False,95860.71163960733,False,0,0.0,115.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700008,60.0,3123.2113883364973,3123.2113883364973,404.7363063285411,404.7363063285411,2718.475082007956,24.997296802690673,71.30374491521115,False,103158.54774077212,False,0,0.0243478260869565,115.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700008,60.0,2999.780672349526,2999.780672349526,281.30559034156977,281.30559034156977,2718.475082007956,24.63215482640692,66.62065182707025,False,99193.95071381878,False,0,0.0243478260869565,120.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700009,60.0,3201.727080481084,3201.727080481084,419.47208421435425,419.47208421435425,2782.25499626673,25.446579237685828,74.17105304271126,False,104284.69100085594,False,0,0.0104347826086956,110.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700009,60.0,3063.2100422029744,3063.2100422029744,280.95504593624446,280.95504593624446,2782.25499626673,25.0288500819447,69.66971732519728,False,100181.88620595026,False,0,0.0104347826086956,115.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700000,80.0,2805.753432007339,2805.753432007339,288.5432619496137,288.5432619496137,2517.2101700577255,24.434295210804475,73.06690018911208,False,95997.83975873064,False,0,0.0113043478260869,125.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700000,80.0,2631.5389536130433,2631.5389536130433,114.32878355531784,114.32878355531784,2517.2101700577255,23.86130217334942,68.35455755931565,False,90459.66934887388,False,0,0.0121739130434782,130.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700001,80.0,3024.5125671585834,3024.5125671585834,287.5667697234435,287.5667697234435,2736.94579743514,25.671376066631883,68.91670039928236,False,100597.9819759673,False,0,0.0191304347826086,130.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700001,80.0,2867.9184909568853,2867.9184909568853,130.97269352174544,130.97269352174544,2736.94579743514,25.272143879671138,64.66431794737748,False,95335.86720585651,False,0,0.02,145.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700002,80.0,2405.338676785278,2405.338676785278,-346.13828170665647,-346.13828170665647,2751.4769584919345,19.420366621506133,87.16056940654379,False,92220.69295301662,False,0,0.0,120.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700002,80.0,2846.203231747492,2846.203231747492,94.72627325555732,94.72627325555732,2751.4769584919345,25.693730166179563,77.0396558542492,False,88209.88254854237,False,0,0.0,120.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,4,700003,80.0,2814.8155081424593,2814.8155081424593,198.6681975806382,198.6681975806382,2616.147310561821,23.981108718788622,72.5406117124994,False,98757.31465466016,False,0,0.0208695652173913,130.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,4,700003,80.0,2726.669138221788,2726.669138221788,110.52182765996713,110.52182765996713,2616.147310561821,24.117695668525943,67.10503864701789,False,93167.89768693554,False,0,0.0217391304347826,140.0
